,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
927,600552,凯盛科技,0.03,15.93,,0.51,,1198.56,15.82,,04-28
928,603323,吴江银行,0.15,0.0,,2.17,,17023.1,9.82,,04-28
956,600387,海越股份,0.07,-163.64,,2.28,,2729.35,-161.55,,04-28
957,002789,建艺集团,0.35,12.9,,2.58,,2802.82,33.18,,04-28
958,000776,广发证券,0.28,16.67,,2.67,,213852.68,18.44,,04-28
959,002807,江阴银行,0.1,-12.86,,1.99,,17473.3,-1.16,,04-28
960,603011,合锻智能,0.02,-60.0,,0.53,,887.18,-8.77,,04-28
961,600057,象屿股份,0.12,71.43,,2.04,,13802.38,77.86,,04-28
962,600074,保千里,0.07,16.67,,3.81,,17007.73,23.73,,04-28
963,000034,神州数码,0.13,-1103.08,,3.17,,8526.2,-1540.48,,04-28
964,603069,海汽集团,0.05,-50.0,,1.52,,1591.97,-34.94,,04-28
965,600091,ST明科,0.04,-200.0,,1.96,,1762.0,-192.48,,04-28
966,600483,福能股份,0.13,30.0,,1.98,,19952.07,35.94,,04-28
967,000875,吉电股份,0.03,-63.22,,0.9,,6870.71,-45.94,,04-28
968,600839,四川长虹,0.01,-84.83,,0.26,,3297.63,-84.75,,04-28
969,300638,广和通,,,,4.16,,606.56,37.12,,04-28
970,002542,中化岩土,0.02,-33.33,,1.17,,3846.72,10.13,,04-28
971,600502,安徽水利,0.05,-50.0,,1.41,,4065.64,-11.81,,04-28
972,000895,双汇发展,0.27,-18.16,,6.0,,87861.66,-18.2,,04-28
973,603167,渤海轮渡,0.31,19.23,,4.88,,14973.26,18.82,,04-28
974,002558,巨人网络,0.2,-176.92,,4.39,,33898.72,-2067.71,,04-28
975,000402,金融街,0.18,-30.77,,1.92,,53839.81,-30.97,,04-28
976,000915,山大华特,0.48,84.62,,6.52,,8653.11,85.7,,04-28
977,600892,大晟文化,0.05,-64.29,,0.46,,767.25,-60.21,,04-28
981,000534,万泽股份,-0.05,-14.05,,-1.67,,-2288.54,-13.94,,04-28
982,002322,理工环科,0.11,450.0,,1.52,,4549.77,459.12,,04-28
983,603519,立霸股份,0.13,-43.48,,3.02,,2108.06,15.29,,04-28
984,601058,赛轮金宇,-0.02,-122.22,,-1.12,,-5071.84,-153.3,,04-28
985,603586,金麒麟,0.29,11.54,,4.54,,4597.5,11.66,,04-28
986,002659,中泰桥梁,,,,0.05,,118.64,-134.72,,04-28
987,601128,常熟银行,0.14,0.0,4.55,3.17,,31632.0,11.51,,04-28
988,601208,东材科技,0.07,250.0,,2.01,,4641.04,232.82,,04-28
989,002691,冀凯股份,0.0,-79.0,,0.1,,84.61,-78.56,,04-28
990,002386,天原集团,0.02,-125.0,,0.29,,1166.29,-121.56,,04-28
991,600707,彩虹股份,-0.06,-1.54,,-3.69,,-4710.73,-1.25,,04-28
992,002418,康盛股份,0.02,-75.0,,0.83,,1721.75,-26.39,,04-28
993,603826,坤彩科技,0.1,47.2,,5.18,,2625.94,47.23,,04-28
994,601766,中国中车,0.04,-42.86,,1.02,,115198.8,-42.05,,04-28
995,600356,恒丰纸业,0.09,12.5,,1.36,,2744.0,11.62,,04-28
996,002760,凤形股份,-0.04,-136.36,,-0.69,,-390.99,-141.75,,04-28
997,000726,鲁泰A,0.17,6.25,,2.25,,15799.47,5.14,,04-28
998,002777,久远银海,0.09,28.57,,1.49,,687.97,24.23,,04-28
999,002145,中核钛白,0.07,-177.78,,4.42,,11834.6,-353.77,,04-28
1000,600392,盛和资源,0.03,-296.27,,1.5,,3221.75,-312.21,,04-28
1001,002161,远望谷,-0.02,-1145.0,,-0.96,,-1542.82,-1101.23,,04-28
1002,000002,万科A,0.06,-16.0,,0.61,,69541.16,-16.54,,04-28
1003,600793,宜宾纸业,-0.47,304.06,,-172.51,,-4931.01,303.92,,04-28
1004,002177,御银股份,0.02,-50.0,,1.02,,1726.13,-48.83,,04-28
1005,603018,中设集团,0.24,-40.0,,2.51,,4905.61,18.69,,04-28
1006,600810,神马股份,0.1,323.89,,1.86,,4630.65,323.08,,04-28
1007,000039,中集集团,0.16,25.79,,1.76,,50968.1,24.18,,04-28
1008,000851,高鸿股份,-0.01,-73.12,,-0.14,,-431.96,-71.17,,04-28
1009,600827,百联股份,0.2,-16.67,,2.16,,36052.06,-11.24,,04-28
1010,000881,中广核技,0.04,,,0.74,,3786.33,38057.43,,04-28
1011,600508,上海能源,0.23,2200.0,,1.93,,16608.48,4382.0,,04-28
1012,603179,新泉股份,0.46,170.59,,8.84,,5543.4,168.6,,04-28
1013,000409,山东地矿,-0.06,-700.0,,-3.15,,-2897.29,-626.29,,04-28
1014,600526,菲达环保,0.03,-25.0,,0.63,,1608.66,-18.1,,04-28
1015,600152,维科精华,-0.04,13.95,,-2.38,,-1295.22,14.13,,04-28
1016,600546,山煤国际,0.01,-133.33,,0.57,,2313.71,-146.34,,04-28
1017,000938,紫光股份,0.3,57.81,,1.32,,31600.86,696.76,,04-28
1058,600558,大西洋,0.02,-15.0,,0.83,,1540.3,29.57,,04-28
1059,300048,合康新能,0.01,-93.33,,0.46,,1139.95,-81.0,,04-28
1060,600182,S佳通,0.08,-27.27,,2.9,,2803.25,-23.4,,04-28
1078,600701,工大高新,0.06,1900.0,,1.45,,6250.72,4339.27,,04-28
1079,603816,顾家家居,0.46,,,5.32,,18784.87,,,04-28
1106,000700,模塑科技,0.08,-58.08,,1.84,,5802.38,-16.2,,04-28
1107,002753,永东股份,0.26,149.01,,4.18,,3911.66,273.71,,04-28
1108,000719,大地传媒,0.09,-25.0,,1.35,,9066.62,-6.06,,04-28
1109,002444,巨星科技,0.1,0.0,,1.86,,10588.5,-0.6,,04-28
1110,600368,五洲交通,0.15,36.36,,4.19,,12812.65,34.9,,04-28
1111,600009,上海机场,0.41,24.24,,3.49,,79142.35,23.46,,04-28
1112,002460,赣锋锂业,0.18,-35.71,,5.35,,13645.17,27.03,,04-28
1113,600386,北巴传媒,0.05,-16.67,,1.06,,1879.63,-25.07,,04-28
1114,600768,宁波富邦,-0.06,-20.25,,-13.91,,-837.41,-21.0,,04-28
1115,603993,洛阳钼业,0.04,300.0,,3.14,,59722.04,323.28,,04-28
1116,600056,中国医药,,,,4.67,,32971.7,29.05,,04-28
1117,600429,三元股份,0.0,-90.18,,0.04,,168.72,-89.98,,04-28
1118,600804,鹏博士,0.12,-14.29,,2.68,,17236.96,-7.22,,04-28
1119,600073,上海梅林,0.2,43.8,,5.58,,18484.49,44.2,,04-28
1120,002203,海亮股份,0.12,50.75,,4.56,,20101.32,50.74,,04-28
1121,600090,同济堂,0.09,55.17,,2.36,,13086.69,508.05,,04-28
1122,600482,中国动力,0.13,44.44,,0.89,,22703.27,390.49,,04-28
1123,002858,力盛赛车,-0.12,-33.33,,-3.63,,-588.99,-31.09,,04-28
1124,000869,张裕A,0.75,-5.06,,6.1,,51663.45,-4.82,,04-28
1125,600838,上海九百,0.06,23.54,,1.76,,2210.15,23.74,,04-28
1126,002219,恒康医疗,0.04,0.26,,1.75,,7196.08,-1.15,,04-28
1127,600108,亚盛集团,0.01,44.93,,0.41,,1947.61,44.47,,04-28
1128,000893,东凌国际,-0.01,-331.03,,-0.12,,-510.53,-329.98,,04-28
1129,603166,福达股份,0.06,160.87,,1.66,,3504.31,213.62,,04-28
1130,000913,钱江摩托,0.05,-50.0,,0.88,,2175.51,-49.91,,04-28
1131,603208,江山欧派,0.29,61.11,,3.22,,1938.59,76.39,,04-28
1132,600891,秋林集团,0.09,-43.75,,1.81,,5519.08,-43.57,,04-28
1133,600163,中闽能源,0.05,28.21,,3.09,,4965.67,28.26,,04-28
1134,000507,珠海港,0.02,-39.12,,0.58,,1526.32,-38.97,,04-28
1171,000537,广宇发展,-0.14,-216.67,,-3.11,,-7030.53,-212.5,,04-28
1172,002308,威创股份,0.03,0.0,,1.14,,2686.44,22.02,,04-28
1173,600209,罗顿发展,-0.02,-6.25,1.5,-1.01,-0.02,-665.67,-3.0,,04-28
1174,002629,仁智股份,-0.03,-45.45,,-2.15,,-1433.21,-36.71,,04-28
1175,002324,普利特,0.24,-29.41,,3.07,,6609.51,-27.09,,04-28
1176,600227,赤天化,-0.03,-53.63,,-1.17,,-5440.43,-15.21,,04-28
1177,000576,广东甘化,-0.03,-5.47,,-1.06,,-1375.86,-5.67,,04-28
1178,600618,氯碱化工,0.05,517.07,,2.97,,5849.3,520.55,,04-28
1179,603589,口子窖,0.55,22.22,,7.42,,32702.54,20.8,,04-28
1180,600638,新黄浦,0.05,0.56,,0.83,,3031.94,0.64,,04-28
1181,002356,赫美集团,0.05,-28.57,,0.99,,1552.02,-23.36,,04-28
1182,002693,双成药业,-0.02,-33.33,,-1.59,,-874.66,-22.47,,04-28
1183,600301,ST南化,-0.01,-72.63,,-0.88,,-231.39,-72.53,,04-28
1184,601633,长城汽车,0.21,-18.42,,4.05,,195468.82,-18.42,,04-28
1185,002745,木林森,0.25,127.27,,2.49,,13256.89,162.7,,04-28
1186,002436,兴森科技,0.02,-50.0,,1.49,,3689.65,89.61,,04-28
1187,600359,新农开发,0.01,-125.0,,0.51,,339.35,-119.96,,04-28
1188,002762,金发拉比,0.09,-25.0,,1.93,,1706.65,17.16,,04-28
1189,600759,洲际油气,0.01,1020.0,,0.23,,1263.79,950.34,,04-28
1190,600019,宝钢股份,0.17,88.89,6.96,2.5,,378615.48,147.7,,04-28
1191,002468,申通快递,0.21,-1690.91,,5.76,,32248.03,-7445.91,,04-28
1192,000785,武汉中商,0.08,14.29,,2.6,,2039.47,23.81,,04-28
1193,600777,新潮能源,0.0,-124.5,,0.36,,1989.09,-239.69,,04-28
1194,600795,国电电力,0.05,-44.44,,1.97,,102365.69,-43.69,,04-28
1195,002179,中航光电,0.3,10.83,,4.37,,18371.42,10.85,,04-28
1196,002516,旷达科技,0.05,-37.2,,1.92,,7053.12,48.85,,04-28
1197,600848,上海临港,0.05,1262.16,,0.93,,5599.01,1595.41,,04-28
1198,600866,星湖科技,-0.04,7.75,,-2.45,,-2600.29,7.83,,04-28
1199,000922,*ST佳电,-0.01,-83.33,,-1.78,,-737.52,-75.43,,04-28
1200,000759,中百集团,0.16,2707.02,,3.55,,10743.93,2674.05,,04-28
1201,600021,上海电力,0.03,-78.05,,0.71,,7322.74,-78.04,,04-28
1202,603986,兆易创新,0.69,45.65,,5.29,,6948.9,94.2,,04-28
1203,600779,水井坊,0.19,17.65,,6.08,,9215.4,17.68,,04-28
1204,002165,红宝丽,0.03,-50.0,,1.21,,1901.73,-38.74,,04-28
1205,603003,龙宇燃油,0.04,49.2,,0.4,,1644.45,225.64,,04-28
1206,603022,新通联,0.03,-66.67,,0.92,,536.64,-25.11,,04-28
1207,002833,弘亚数控,0.4,90.48,,7.33,,5374.95,153.22,,04-28
1208,000828,东莞控股,0.21,14.68,,4.09,,21361.15,14.67,,04-28
1209,600815,*ST厦工,0.02,-127.71,,5.13,,2030.02,-127.66,,04-28
1210,600831,广电网络,0.06,-32.58,,1.29,,3646.03,-27.07,,04-28
1211,002213,特尔佳,-0.01,-150.0,,-0.44,,-157.19,-149.36,,04-28
1212,300630,普利制药,0.11,22.22,,3.33,,1035.45,25.43,,04-28
1213,002229,鸿博股份,-0.04,2.33,,-0.71,,-1171.78,14.71,,04-28
1214,002551,尚荣医疗,0.12,9.09,,2.97,,5312.32,12.9,,04-28
